,text
150,"#coronavirus #COVID19 update: 

Disney world: closed 
Disneyland: closed 
Broadway: closed
NBA season: cancelled 
S… https://t.co/Cy9EVVT01Y"
151,"BREAKING: Israeli research center to announce it developed #coronavirus vaccine, sources say https://t.co/9qBDLN1sKF"
152,@First10EM @PublicHealthON @CPHO_Canada @JustinTrudeau @celliottability Maybe now that Justin Trudeau’s wife just t… https://t.co/JYjPgGksLW
153,"Why haven't you thought of this #Democrats?

#CoronavirusPandemic solved!

🤣😂🤣😂🤡

#coronavirus #CoronaOutbreak #KAG… https://t.co/Dl3QcGXRyW"
154,"Just a little reminder that we will survive! We can do this! Now, #WashYourHands! #Coronavirus #CoronavirusPandemic… https://t.co/DQpQ8NCPNZ"
155,Just saw someone go through the roundabout at 281-50 the wrong way... I don’t think corona virus is the only thing… https://t.co/nkI9pUXP7r
156,Anyone wonder if this man made #coronavirus #CoronaOutbreak was brought on because @POTUS was weakening the #FederalReserve ?
157,"For those of you who ignored the science
— who ignored the #Coronavirus
&amp; dismissed it as hyperbole
&amp; 'fake news'.… https://t.co/mPIQrkLntx"
158,Anybody have any corn cobs or old Sears catalogs? #COVID19 #coronavirus #toiletpaper #shortage #bootymadness https://t.co/uRMJ3HWOuH
159,.@NorahODonnell An enlightening interview. To hear #DrFauci say it could be a week or more for mass #coronavirus te… https://t.co/zC4dZdFxL1
160,"Imported #Nityanand 

#coronavirus #coronavirusindia https://t.co/QfHzZCJ1pH"
161,"Prime Minister @JustinTrudeau  is self-isolating after his wife, Sophie Gregoire Trudeau, began exhibiting flu-like… https://t.co/5QyXz4D8EZ"
162,This was sent out today from my son's school. Children who are less fortunate can barely afford lunch let alone an… https://t.co/DuPVvU3lLr
163,@senatemajldr We need testing kits and more testing. We need the CDC back up w/ full funding &amp; our Pandemic Respons… https://t.co/GNckHQXLvU
164,"BREAKING NEWS: 

Canadian Prime Minister Justin Trudeau will not be tested for CoronaVirus. He has no symptoms.… https://t.co/L5kyN0nk3O"
165,No President in history had the balls to take drastic mesures like @realDonaldTrump to protect the American people.… https://t.co/XyHyWblDjI
166,Will Trudeau send his canoes too? Make like a real Muskoka camp getaway? #cdnpol #CoronavirusPandemic #Coronavirus https://t.co/YCPYaOkCGK
167,#Canada #PrimeMinister #JustinTrudeau Wife #SophieGregoireTrudeau Has Tested Positive For #Coronavirus/#COVID19… https://t.co/chEqAqyVp9
168,"Don't tell anyone, but the #coronavirus has got @FINALLEVEL shook!"
169,SMCFD is taking every precaution in regards to the #coronavirus. We may look a little different if we are called to… https://t.co/Lrjd8b0GNN
170,"A lot of people want to know what to expect and how to prepare for the #coronavirus. Me and my family, along with o… https://t.co/5MKVK9oC76"
171,"fcps really be cancelling our extracurriculars til april but still have the audacity to keep schools open
#closefcps #coronavirus"
172,What do I need to put over my door so that they angel of #coronavirus passes over my house? https://t.co/uUyCDKelcb
173,#Coronavirus will not be the last global pandemic https://t.co/PLR3tYnx4u via @YouTube
174,Wow. This is getting scary. #coronavirus  https://t.co/E8xagbetzI
175,"So, I see #advertisers are still airing commercials. I see lots of people surviving the #coronavirus. I see people… https://t.co/npSvYGFZRZ"
176,"As I think about the impact of #coronavirus on the #oil sector for an article I am writing, it dawned on me that:
1… https://t.co/uPFPGNM6Zv"
177,My Mexican mother would greet the #CoronaVirus with her sandal 👡 in one hand and a bottle of Lysol in the other han… https://t.co/uEONZgIFvS
178,You all are worried about the spread of #coronavirus so we go into big crowds in confined grocery stores. #coronaapocalypse
179,@K_Dalt Get wasted and then call in #coronavirus to work tomorrow! But make sure you blame it on #vikings or someth… https://t.co/Og1O64zr3S
180,@cultcommoncore What Democrat was in on the #coronavirus release
181,"🗣”Someone’s got a bad arse 🧻😷

#coronavirus https://t.co/FrxJwaNjWi"
182,JUST IN: A senior Brazilian official who attended weekend events with @POTUS @realDonaldTrump in Florida has tested… https://t.co/nwXRyCNlyD
183,Italy’s Health Care System Groans Under Coronavirus — a Warning to the World  #coronavirus                   Is US… https://t.co/l3eKmABqLz
184,@realDonaldTrump has the #coronavirus dude needs to get tested
185,Disneyland and @WaltDisneyWorld and are now SHUT DOWN due to coronavirus. Kings Island and all other parks hopefull… https://t.co/yRpz13FjnS
186,"If you’ve ever spent time on a Thursday night at Tally-Ho in Hoboken, you’re immune to the Corona Virus #COVID19 #coronavirus"
187,"Behind Trump's #coronavirus shift

Administration officials, increasingly concerned about Donald’s messaging and re… https://t.co/ypB4MPxmK4"
188,"Summer 2020.  ""My fair matron.  It is cold in here. Throw more of them bricks of deutschmarks in the fire!""… https://t.co/sBcFSt71O0"
189,@SVPPicks @LasVegasLocally If u had the virus your not doing the responsibled thing and putting many people at risk… https://t.co/XlPptVi0NZ
190,"Y'all, if you shit yourself when you cough from #coronavirus, you have a FAR bigger problem you need to see your do… https://t.co/sq1A9bphTQ"
191,#Coronavirus: Events and tournaments worldwide suspended #Coronavirus https://t.co/yb3VwjSgxt
192,"BREAKING: Sophie Gregoire #Trudeau, wife of Prime Minister Justin Trudeau, has tested positive for COVID-19.… https://t.co/oDyPRA10G0"
193,*BREAKING NEWS*: Sophie Gregoire Trudeau tests POSITIVE for #COVID19 #coronavirus
194,"@kayleighmcenany Distributed? Not tested!

We are so far behind Korea, Italy, Germany etc. Americans will die due t… https://t.co/V8oaZms9xE"
195,"Me: Contracts #Coronavirus &amp;&amp; tells work.
Work: But you’re still coming in right?
Me: ...... 
Work: Perfect! I’ll see you at 9."
196,"Too many idiots like this in existence. #CoronavirusPandemic #CoronaOutbreak #coronavirus #lockdown 

https://t.co/SudtqYgvd9"
197,@elainaplott A well deserved disdain.   You people are stupid.  The time will come when you can't even walk down th… https://t.co/r2U8u4xe7K
198,Small town America is obvs. freaking out too. Tp practically gone. Even saw people buying big bottles of bleach. Six at a time. #coronavirus
199,If the #coronavirus was a person!! #cc https://t.co/l3Tz8Uajg7
200,"@brhodes We imagined and it was not good.

This would’ve been the results. So thank God we have a competent  Presid… https://t.co/giSotrWUPU"
201,@jordanklepper There are plenty of risk takers in Florida if you want to head there.  They've heard that the… https://t.co/CiZrOaMjFE
202,#KansasCity metro area has first case of community spread #coronavirus https://t.co/VEkBYoYs45
203,"Now it’s serious...
Coronavirus closes Walt Disney World, Disneyland Paris, Universal Orlando Resort… https://t.co/x9ji5tgzdg"
204,Chatroulette is going to make a comeback in a HUGE way #coronavirus
205,"Taylor Swift Capital One JamFest Show Canceled amid #Coronavirus: People https://t.co/9H8FbZSf8Q

More w/ RSS: https://t.co/antmkmwzhJ"
206,There are now 12 confirmed cases of #coronavirus in #Michigan https://t.co/nYry9WuqVg @crainsdetroit @jaybgreene https://t.co/gRCzFMkdf5
207,Canadian PM Trudeau’s wife Sophie has tested positive for #coronavirus #covid19 https://t.co/BAeFRZaOao
208,"@MariekeWalsh @JasonMBrodsky Mass graves as big as Football field
in the city of #Qom #Iran for #coronavirus victim… https://t.co/RDadaHzwbp"
209,My day job is a subsection of the #healthcare industry. Can I get a #Retweet for those still forced to work despite… https://t.co/ygdaY5uTeT
210,You know how when there's a fire and the helicopters go over with buckets of water. Can't they just spray everyone… https://t.co/KhBLU3El1V
211,"‘Cities like St. Louis that reacted quickly — canceling parades and ballgames, shutting schools, transit systems an… https://t.co/OLqHHxcMeL"
212,The 5 Stages of #Coronavirus https://t.co/ISPq8QWFg6 via @YouTube @JimmyKimmelLive
213,"During #nyccoronavirus, I plan on tipping #5PercentMore to all service people that are working during this… https://t.co/cU8nICAJI1"
214,#metuchen #nj Tell these clowns @mayorbusch and @MSD_Caputo to stop using our children to put the elderly and immun… https://t.co/WXmML9e46U
215,Bane did nothing wrong. #coronavirus https://t.co/JUrQVLg4ZD
216,#BREAKING  Chelsea's Hudson-Odoi becomes first Premier League player confirmed with #coronavirus… https://t.co/Dm1LO1j5IY
217,"Anyway, toilet paper and Lysol hoarders, here's yet another reason you should feel very, very bad about what you've… https://t.co/Sg8X6SSURH"
218,Why don’t white peoples wear masks to protect themselves in such serious situations?People have  infectivity in the… https://t.co/p8eNIykG46
219,"Finally, some good news!

#TheView #TDS #Coronavirus #COVID19 #QAnon #KAG 
https://t.co/tbZlUWt4Ba"
220,I'm wondering what sports-minded radio stations are going to be talking about for the next 6 months. #coronavirus #Melbourne #F1Australia
221,@AndrewBrandt #coronavirus about to bring the world to its knees.
222,Maybe the real #coronavirus vaccine were the friends we made along the way.
223,"PLEASE SHARE &amp; RETWEET!
Because it’s getting real out here, everyone needs to know about this.
#CORONAVIRUS"
224,"Vámonos ya al 2021
Lets jump ahead to 2021
Nothing but sad news all year long
The way things r going, trump wins ag… https://t.co/yQrlsXasGv"
225,"@mattgaetz @RepMattGaetz is taking paid sick leave during his ""self- quarantine"" while voting against paid sick lea… https://t.co/EFWIN2YCIR"
226,"#Labor Leader Anthony Albanese wants parliament recalled to fast-track virus #stimulus https://t.co/KpgEg9I3nb
Do t… https://t.co/YoFmFZOJhW"
227,#BREAKING  Chelsea's Hudson-Odoi becomes first Premier League player confirmed with #coronavirus https://t.co/6fdGKMhxlG
228,Leading cruise ship group wants to ban passengers over 70 without doctor's note. #coronavirus https://t.co/KqRm26fOE5 via @nypost
229,"...as you attain the #goal of your faith, the #salvation of your #souls. 1 Peter 1:9 #perspective #answersnews… https://t.co/01AQTyb2gw"
230,"By all normal epidemic disease prevention standards @realDonaldTrump, @VP, and other attendees at Mar-a-Lago event… https://t.co/a13AX9LiRM"
231,"Governor of Ohio suggesting 100,000 Ohioans are infected with #coronavirus"
232,Stores are quiet. Streets are quiet. Grindr is quiet. #coronavirus
233,I’ll kick some #coronavirus ass if @RileyGreenMusic has to cancel his Vegas show.
234,This trend is rather unsettling. All elites get tested ASAP and average Americans are being denied testing… https://t.co/8CruPF2Aje
235,Enough said. #COVID19 #BigPoop #coronavirus # https://t.co/60g7cvi7Jz
236,First schools writing workshops cancelled. Sorry I won’t see you Lismore and Coffs Harbour next week kids but hopef… https://t.co/E5YzgZCyCA
237,"Every single member who voted ""Not Guilty"" or ""Present"". From this point on, every #coronavirus death is on you. https://t.co/VgDOn0eUQK"
238,It just struck me. Many of the people I have worked with over the years that have had ridiculous amounts of sick le… https://t.co/tZdl1Zpxlo
239,"video:
Hundreds of hungry #monkeys swarm across Thai street as 'rival gangs' fight over food after tourists who nor… https://t.co/Fm4mL5Phts"
