,text
132,"Nation Of Islam Leader Louis Farrakhan: 'Mr. #Trump Killed My Brother #Soleimani, Mrs. #Clinton Killed My Brother… https://t.co/xmOhcudI5v"
133,"why death America 
After watching the video let's say death to America

#Soleimani #iran #Hezbollah #people… https://t.co/LNKGUhYK4M"
134,"@Lemiroirpersan Those involved in the blood of General Suleiman must be tried.
#Soleimani  #Iran"
135,"I prey for Mr. #Soleimani! I am against for blockades to the Iran economy! Europe stand together, against DOMINATIO… https://t.co/YelGWtAIhC"
136,"#KayhanLife’s #TopStories for Thursday. Feb. 27th, 2020

Visit: https://t.co/WUVmDLLoAq 
&amp;
Follow @KayhanLife on… https://t.co/wd7gUrobSW"
137,"This is #Shahid Asghar Pashapoor
Haj Qasem's comrade 
He was martyred couple days after Shahid #Soleimani

Now his… https://t.co/DmmOwqiJUE"
138,It's known that #coronavirus has a long incubation time. What if it really started spreading in Iran when they had… https://t.co/wVX7watRdi
139,"Since the killing of #Soleimani, #Washington and #Iran have intensified their efforts to increase their influence i… https://t.co/mJuqA7nfkG"
140,"Iranians’ petition against Gen. Soleimani assassins submitted to @UN Rights Chief @mbachelet

#Iran #Soleimani… https://t.co/IUnqauKJ86"
141,@LizaRosen101 @Zimmlaw175 ... that awkward moment when the world questions why America got rid of #Soleimani  !
142,"In this week's #oil trading (&amp; it's not yet over), #oilprice declines have widened from -20% post-#Soleimani hit's… https://t.co/GlGwoHbv50"
143,"""There is no United Nations"" 
#UN #UnitedNations  #Iran #IranvsUSA #JohnBolton #Trump #POTUS #EU #Iraq #Syria… https://t.co/zDH5sCQI6y"
144,@Too_Dahani @Reza_Barsi @fredman_a @khamenei_ir I think our friend @POTUS @realDonaldTrump solved your military pro… https://t.co/e2lyiVGcvw
145,8 German MPs have filed a complaint agnst the 🇩🇪 government for its indirect involvement in the US assassination of… https://t.co/RUrlgs66Og
